group_of_standard,Углерод,Кремний,Марганец,Сера,Фосфор,Хром,Никель,Медь,Алюминий,Титан,Ванадий,Ниобий,Молибден,Бор,Кальций,Цинк,Олово,Мышьяк,Железо,Азот,C_EKV,K_SVAR,номер раската
3,0.06,0.26,1.71,0.002,0.009,0.03,0.16,0.13,0.041,0.024,0.004,0.049,0.004,0.0006,0.002,0.001,0.0034,0.0035,97.4094,0.004,0.37,0.17,14
2,0.06,0.25,1.72,0.002,0.013,0.04,0.19,0.14,0.044,0.024,0.003,0.047,0.007,0.0005,0.002,0.001,0.0035,0.0038,97.3852,0.004,0.38,0.17,15
2,0.06,0.25,1.72,0.002,0.013,0.04,0.19,0.14,0.044,0.024,0.003,0.047,0.007,0.0005,0.002,0.001,0.0035,0.0038,97.3852,0.004,0.38,0.17,7
2,0.07,0.24,1.77,0.002,0.01,0.04,0.17,0.13,0.036,0.021,0.005,0.052,0.004,0.0005,0.002,0.0013,0.0033,0.0025,97.359,0.005,0.39,0.18,11
2,0.07,0.24,1.77,0.002,0.01,0.04,0.17,0.13,0.036,0.021,0.005,0.052,0.004,0.0005,0.002,0.0013,0.0033,0.0025,97.359,0.005,0.39,0.18,16
2,0.07,0.25,1.73,0.002,0.01,0.03,0.21,0.15,0.036,0.018,0.004,0.051,0.004,0.0004,0.002,0.0007,0.0029,0.0031,97.4049,0.004,0.39,0.18,16
2,0.07,0.25,1.73,0.002,0.01,0.03,0.21,0.15,0.036,0.018,0.004,0.051,0.004,0.0004,0.002,0.0007,0.0029,0.0031,97.4049,0.004,0.39,0.18,12
3,0.08,0.24,1.71,0.003,0.011,0.05,0.18,0.15,0.036,0.02,0.006,0.05,0.005,0.0005,0.002,0.0011,0.0048,0.0034,97.4421,0.005,0.4,0.19,2
3,0.08,0.24,1.71,0.003,0.011,0.05,0.18,0.15,0.036,0.02,0.006,0.05,0.005,0.0005,0.002,0.0011,0.0048,0.0034,97.4421,0.005,0.4,0.19,3
3,0.0668,0.2611,1.728,0.0027,0.0099,0.0467,0.2311,0.1948,0.0377,0.0231,0.0034,0.0478,0.0048,0.0006,0.00228,0.0009,0.0038,0.0036,97.2537,0.0039,0.4,0.18,13
3,0.0668,0.2611,1.728,0.0027,0.0099,0.0467,0.2311,0.1948,0.0377,0.0231,0.0034,0.0478,0.0048,0.0006,0.00228,0.0009,0.0038,0.0036,97.2537,0.0039,0.4,0.18,16
3,0.0687,0.2535,1.7102,0.0015,0.0093,0.0495,0.1791,0.1493,0.0329,0.0206,0.0062,0.048,0.0041,0.0005,0.00154,0.0008,0.0044,0.0028,97.3848,0.005,0.39,0.18,10
3,0.0687,0.2535,1.7102,0.0015,0.0093,0.0495,0.1791,0.1493,0.0329,0.0206,0.0062,0.048,0.0041,0.0005,0.00154,0.0008,0.0044,0.0028,97.3848,0.005,0.39,0.18,9
3,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,13
3,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,14
3,0.08,0.27,1.72,0.002,0.009,0.05,0.18,0.17,0.032,0.02,0.003,0.049,0.004,0.0006,0.002,0.001,0.0048,0.0038,97.3325,0.004,0.4,0.19,5
2,0.0661,0.2604,1.7109,0.0027,0.0083,0.0372,0.1676,0.1455,0.0343,0.0212,0.0032,0.0501,0.0046,0.0006,0.00231,0.0009,0.0037,0.0028,97.4068,0.0046,0.39,0.18,8
2,0.0661,0.2604,1.7109,0.0027,0.0083,0.0372,0.1676,0.1455,0.0343,0.0212,0.0032,0.0501,0.0046,0.0006,0.00231,0.0009,0.0037,0.0028,97.4068,0.0046,0.39,0.18,17
2,0.07,0.24,1.72,0.003,0.009,0.04,0.19,0.16,0.032,0.019,0.005,0.051,0.004,0.0005,0.002,0.0005,0.0048,0.0045,97.4235,0.005,0.39,0.18,6
2,0.07,0.24,1.72,0.003,0.009,0.04,0.19,0.16,0.032,0.019,0.005,0.051,0.004,0.0005,0.002,0.0005,0.0048,0.0045,97.4235,0.005,0.39,0.18,8
2,0.08,0.27,1.72,0.002,0.008,0.04,0.17,0.14,0.038,0.021,0.005,0.052,0.003,0.0005,0.003,0.0002,0.0059,0.003,97.4187,0.004,0.4,0.19,9
2,0.08,0.27,1.72,0.002,0.008,0.04,0.17,0.14,0.038,0.021,0.005,0.052,0.003,0.0005,0.003,0.0002,0.0059,0.003,97.4187,0.004,0.4,0.19,6
2,0.07,0.25,1.73,0.002,0.008,0.03,0.26,0.17,0.04,0.02,0.003,0.047,0.011,0.0005,0.002,0.0009,0.0032,0.0018,97.297,0.005,0.4,0.18,12
2,0.07,0.25,1.73,0.002,0.008,0.03,0.26,0.17,0.04,0.02,0.003,0.047,0.011,0.0005,0.002,0.0009,0.0032,0.0018,97.297,0.005,0.4,0.18,9
2,0.06,0.27,1.71,0.001,0.008,0.04,0.18,0.15,0.03,0.023,0.004,0.053,0.004,0.0004,0.003,0.0001,0.0048,0.0031,97.4327,0.004,0.38,0.17,15
2,0.06,0.27,1.71,0.001,0.008,0.04,0.18,0.15,0.03,0.023,0.004,0.053,0.004,0.0004,0.003,0.0001,0.0048,0.0031,97.4327,0.004,0.38,0.17,11
2,0.06,0.24,1.7,0.002,0.007,0.03,0.19,0.16,0.034,0.02,0.003,0.049,0.004,0.0005,0.001,0.0006,0.0049,0.0033,97.4487,0.005,0.37,0.17,12
2,0.06,0.24,1.7,0.002,0.007,0.03,0.19,0.16,0.034,0.02,0.003,0.049,0.004,0.0005,0.001,0.0006,0.0049,0.0033,97.4487,0.005,0.37,0.17,8
2,0.06,0.25,1.72,0.003,0.011,0.05,0.18,0.16,0.038,0.019,0.004,0.051,0.004,0.0005,0.002,0.0007,0.0041,0.0036,97.4153,0.005,0.38,0.17,5
2,0.06,0.25,1.72,0.003,0.011,0.05,0.18,0.16,0.038,0.019,0.004,0.051,0.004,0.0005,0.002,0.0007,0.0041,0.0036,97.4153,0.005,0.38,0.17,10
2,0.07,0.26,1.73,0.002,0.008,0.03,0.18,0.16,0.042,0.022,0.004,0.05,0.005,0.0006,0.002,0.0009,0.0039,0.0033,97.3512,0.005,0.39,0.18,4
2,0.07,0.26,1.73,0.002,0.008,0.03,0.18,0.16,0.042,0.022,0.004,0.05,0.005,0.0006,0.002,0.0009,0.0039,0.0033,97.3512,0.005,0.39,0.18,7
2,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,15
2,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,7
2,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,16
2,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,11
2,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,8
2,0.064,0.2517,1.7039,0.0016,0.008,0.0326,0.1687,0.1414,0.035,0.0197,0.0054,0.0481,0.0042,0.0005,0.00232,0.0006,0.0035,0.0021,97.4418,0.004,0.37,0.17,5
2,0.0687,0.2535,1.7102,0.0015,0.0093,0.0495,0.1791,0.1493,0.0329,0.0206,0.0062,0.048,0.0041,0.0005,0.00154,0.0008,0.0044,0.0028,97.3848,0.005,0.39,0.18,8
2,0.0687,0.2535,1.7102,0.0015,0.0093,0.0495,0.1791,0.1493,0.0329,0.0206,0.0062,0.048,0.0041,0.0005,0.00154,0.0008,0.0044,0.0028,97.3848,0.005,0.39,0.18,6
2,0.07,0.23,1.72,0.002,0.009,0.03,0.19,0.16,0.036,0.02,0.005,0.052,0.004,0.0005,0.002,0.0007,0.0052,0.0037,97.4197,0.006,0.39,0.18,6
2,0.07,0.23,1.72,0.002,0.009,0.03,0.19,0.16,0.036,0.02,0.005,0.052,0.004,0.0005,0.002,0.0007,0.0052,0.0037,97.4197,0.006,0.39,0.18,9
2,0.07,0.22,1.73,0.003,0.009,0.03,0.18,0.16,0.035,0.021,0.004,0.051,0.003,0.0005,0.002,0.0008,0.0047,0.0034,97.4037,0.006,0.39,0.18,2
2,0.07,0.22,1.73,0.003,0.009,0.03,0.18,0.16,0.035,0.021,0.004,0.051,0.003,0.0005,0.002,0.0008,0.0047,0.0034,97.4037,0.006,0.39,0.18,11
2,0.07,0.22,1.73,0.003,0.009,0.03,0.18,0.16,0.035,0.021,0.004,0.051,0.003,0.0005,0.002,0.0008,0.0047,0.0034,97.4037,0.006,0.39,0.18,13
2,0.07,0.22,1.73,0.003,0.009,0.03,0.18,0.16,0.035,0.021,0.004,0.051,0.003,0.0005,0.002,0.0008,0.0047,0.0034,97.4037,0.006,0.39,0.18,7
2,0.07,0.22,1.73,0.003,0.009,0.03,0.18,0.16,0.035,0.021,0.004,0.051,0.003,0.0005,0.002,0.0008,0.0047,0.0034,97.4037,0.006,0.39,0.18,12
2,0.07,0.25,1.7,0.002,0.008,0.03,0.18,0.15,0.031,0.02,0.002,0.05,0.005,0.0005,0.001,0.0005,0.0046,0.0033,97.4143,0.007,0.38,0.18,4
2,0.07,0.25,1.7,0.002,0.008,0.03,0.18,0.15,0.031,0.02,0.002,0.05,0.005,0.0005,0.001,0.0005,0.0046,0.0033,97.4143,0.007,0.38,0.18,14
2,0.07,0.27,1.71,0.003,0.013,0.03,0.17,0.14,0.027,0.016,0.005,0.052,0.004,0.0006,0.002,0.0007,0.0034,0.0039,97.395,0.005,0.38,0.18,5
2,0.07,0.27,1.71,0.003,0.013,0.03,0.17,0.14,0.027,0.016,0.005,0.052,0.004,0.0006,0.002,0.0007,0.0034,0.0039,97.395,0.005,0.38,0.18,7
2,0.068,0.2659,1.7344,0.0021,0.007,0.0273,0.1668,0.1363,0.0422,0.0239,0.0017,0.0505,0.0032,0.0005,0.00156,0.001,0.0037,0.0026,97.3896,0.0046,0.39,0.18,5
2,0.068,0.2659,1.7344,0.0021,0.007,0.0273,0.1668,0.1363,0.0422,0.0239,0.0017,0.0505,0.0032,0.0005,0.00156,0.001,0.0037,0.0026,97.3896,0.0046,0.39,0.18,6
2,0.07,0.25,1.7,0.002,0.008,0.03,0.18,0.15,0.031,0.02,0.002,0.05,0.005,0.0005,0.001,0.0005,0.0046,0.0033,97.4143,0.007,0.38,0.18,6
2,0.07,0.25,1.7,0.002,0.008,0.03,0.18,0.15,0.031,0.02,0.002,0.05,0.005,0.0005,0.001,0.0005,0.0046,0.0033,97.4143,0.007,0.38,0.18,9
2,0.06,0.27,1.71,0.003,0.01,0.03,0.17,0.14,0.037,0.02,0.003,0.05,0.004,0.0006,0.002,0.0009,0.0047,0.0033,97.4003,0.004,0.37,0.17,1
2,0.06,0.27,1.71,0.003,0.01,0.03,0.17,0.14,0.037,0.02,0.003,0.05,0.004,0.0006,0.002,0.0009,0.0047,0.0033,97.4003,0.004,0.37,0.17,3
3,0.06,0.27,1.71,0.003,0.01,0.03,0.17,0.14,0.037,0.02,0.003,0.05,0.004,0.0006,0.002,0.0009,0.0047,0.0033,97.4003,0.004,0.37,0.17,15
3,0.06,0.27,1.71,0.003,0.01,0.03,0.17,0.14,0.037,0.02,0.003,0.05,0.004,0.0006,0.002,0.0009,0.0047,0.0033,97.4003,0.004,0.37,0.17,14
3,0.07,0.27,1.72,0.001,0.009,0.03,0.17,0.15,0.034,0.02,0.003,0.051,0.003,0.0005,0.002,0.0006,0.004,0.0037,97.4306,0.005,0.39,0.18,12
3,0.07,0.27,1.72,0.001,0.009,0.03,0.17,0.15,0.034,0.02,0.003,0.051,0.003,0.0005,0.002,0.0006,0.004,0.0037,97.4306,0.005,0.39,0.18,16
3,0.077,0.2366,1.7319,0.0021,0.0101,0.0326,0.1589,0.1325,0.0394,0.0236,0.003,0.0521,0.003,0.0006,0.00096,0.0008,0.0036,0.0037,97.4078,0.0038,0.39,0.19,15
3,0.077,0.2366,1.7319,0.0021,0.0101,0.0326,0.1589,0.1325,0.0394,0.0236,0.003,0.0521,0.003,0.0006,0.00096,0.0008,0.0036,0.0037,97.4078,0.0038,0.39,0.19,7
3,0.08,0.25,1.72,0.003,0.014,0.06,0.23,0.16,0.04,0.021,0.003,0.052,0.009,0.0006,0.001,0.0011,0.0046,0.0042,97.2668,0.004,0.41,0.19,11
3,0.08,0.25,1.72,0.003,0.014,0.06,0.23,0.16,0.04,0.021,0.003,0.052,0.009,0.0006,0.001,0.0011,0.0046,0.0042,97.2668,0.004,0.41,0.19,12
3,0.08,0.25,1.72,0.003,0.014,0.06,0.23,0.16,0.04,0.021,0.003,0.052,0.009,0.0006,0.001,0.0011,0.0046,0.0042,97.2668,0.004,0.41,0.19,9
3,0.08,0.25,1.72,0.003,0.014,0.06,0.23,0.16,0.04,0.021,0.003,0.052,0.009,0.0006,0.001,0.0011,0.0046,0.0042,97.2668,0.004,0.41,0.19,7
3,0.08,0.25,1.72,0.003,0.014,0.06,0.23,0.16,0.04,0.021,0.003,0.052,0.009,0.0006,0.001,0.0011,0.0046,0.0042,97.2668,0.004,0.41,0.19,8
3,0.08,0.25,1.72,0.003,0.014,0.06,0.23,0.16,0.04,0.021,0.003,0.052,0.009,0.0006,0.001,0.0011,0.0046,0.0042,97.2668,0.004,0.41,0.19,5
3,0.07,0.26,1.73,0.003,0.013,0.04,0.18,0.14,0.045,0.025,0.004,0.051,0.005,0.0006,0.001,0.0011,0.0044,0.0031,97.3426,0.005,0.39,0.18,12
3,0.07,0.26,1.73,0.003,0.013,0.04,0.18,0.14,0.045,0.025,0.004,0.051,0.005,0.0006,0.001,0.0011,0.0044,0.0031,97.3426,0.005,0.39,0.18,13
3,0.07,0.25,1.74,0.001,0.008,0.03,0.17,0.18,0.037,0.021,0.004,0.05,0.003,0.0005,0.002,0.0006,0.0048,0.0032,97.4057,0.004,0.39,0.18,3
3,0.07,0.25,1.74,0.001,0.008,0.03,0.17,0.18,0.037,0.021,0.004,0.05,0.003,0.0005,0.002,0.0006,0.0048,0.0032,97.4057,0.004,0.39,0.18,8
2,0.11,0.23,1.74,0.003,0.008,0.04,0.17,0.13,0.041,0.02,0.005,0.048,0.003,0.0005,0.002,0.0007,0.0039,0.0029,97.4165,0.004,0.43,0.22,5
2,0.11,0.23,1.74,0.003,0.008,0.04,0.17,0.13,0.041,0.02,0.005,0.048,0.003,0.0005,0.002,0.0007,0.0039,0.0029,97.4165,0.004,0.43,0.22,13
3,0.07,0.25,1.71,0.002,0.013,0.06,0.24,0.15,0.033,0.02,0.005,0.051,0.01,0.0005,0.002,0.0007,0.0031,0.0025,97.3573,0.005,0.4,0.18,5
3,0.07,0.25,1.71,0.002,0.013,0.06,0.24,0.15,0.033,0.02,0.005,0.051,0.01,0.0005,0.002,0.0007,0.0031,0.0025,97.3573,0.005,0.4,0.18,10
3,0.06,0.24,1.73,0.002,0.009,0.03,0.16,0.13,0.038,0.021,0.004,0.052,0.002,0.0005,0.002,0.0006,0.0035,0.003,97.4793,0.005,0.37,0.17,9
3,0.06,0.24,1.73,0.002,0.009,0.03,0.16,0.13,0.038,0.021,0.004,0.052,0.002,0.0005,0.002,0.0006,0.0035,0.003,97.4793,0.005,0.37,0.17,10
3,0.06,0.22,1.7,0.003,0.008,0.04,0.17,0.16,0.035,0.022,0.002,0.051,0.004,0.0006,0.002,0.0006,0.0063,0.0032,97.4308,0.005,0.37,0.17,13
3,0.06,0.22,1.7,0.003,0.008,0.04,0.17,0.16,0.035,0.022,0.002,0.051,0.004,0.0006,0.002,0.0006,0.0063,0.0032,97.4308,0.005,0.37,0.17,9
3,0.0687,0.2492,1.7399,0.0017,0.0095,0.0515,0.1727,0.1646,0.0395,0.0201,0.0033,0.0529,0.004,0.0005,0.00199,0.0006,0.0062,0.0039,97.3883,0.0037,0.39,0.18,3
3,0.0687,0.2492,1.7399,0.0017,0.0095,0.0515,0.1727,0.1646,0.0395,0.0201,0.0033,0.0529,0.004,0.0005,0.00199,0.0006,0.0062,0.0039,97.3883,0.0037,0.39,0.18,9
3,0.0687,0.2492,1.7399,0.0017,0.0095,0.0515,0.1727,0.1646,0.0395,0.0201,0.0033,0.0529,0.004,0.0005,0.00199,0.0006,0.0062,0.0039,97.3883,0.0037,0.39,0.18,7
3,0.0687,0.2492,1.7399,0.0017,0.0095,0.0515,0.1727,0.1646,0.0395,0.0201,0.0033,0.0529,0.004,0.0005,0.00199,0.0006,0.0062,0.0039,97.3883,0.0037,0.39,0.18,7
3,0.06,0.24,1.73,0.003,0.011,0.06,0.17,0.15,0.043,0.021,0.002,0.048,0.005,0.0005,0.002,0.001,0.0046,0.0042,97.3645,0.005,0.38,0.17,12
3,0.06,0.24,1.73,0.003,0.011,0.06,0.17,0.15,0.043,0.021,0.002,0.048,0.005,0.0005,0.002,0.001,0.0046,0.0042,97.3645,0.005,0.38,0.17,15
3,0.07,0.26,1.73,0.003,0.013,0.04,0.18,0.14,0.045,0.025,0.004,0.051,0.005,0.0006,0.001,0.0011,0.0044,0.0031,97.3426,0.005,0.39,0.18,10
3,0.07,0.26,1.73,0.003,0.013,0.04,0.18,0.14,0.045,0.025,0.004,0.051,0.005,0.0006,0.001,0.0011,0.0044,0.0031,97.3426,0.005,0.39,0.18,9
3,0.07,0.26,1.73,0.003,0.008,0.03,0.17,0.13,0.039,0.022,0.002,0.051,0.002,0.0006,0.003,0.001,0.0031,0.0025,97.4066,0.005,0.39,0.18,3
3,0.07,0.26,1.73,0.003,0.008,0.03,0.17,0.13,0.039,0.022,0.002,0.051,0.002,0.0006,0.003,0.001,0.0031,0.0025,97.4066,0.005,0.39,0.18,7
3,0.08,0.29,1.72,0.002,0.007,0.03,0.2,0.11,0.036,0.021,0.002,0.048,0.005,0.0006,0.002,0.0011,0.0031,0.0028,97.3612,0.004,0.39,0.19,2
3,0.08,0.29,1.72,0.002,0.007,0.03,0.2,0.11,0.036,0.021,0.002,0.048,0.005,0.0006,0.002,0.0011,0.0031,0.0028,97.3612,0.004,0.39,0.19,8
2,0.11,0.23,1.74,0.003,0.008,0.04,0.17,0.13,0.041,0.02,0.005,0.048,0.003,0.0005,0.002,0.0007,0.0039,0.0029,97.4165,0.004,0.43,0.22,15
2,0.11,0.23,1.74,0.003,0.008,0.04,0.17,0.13,0.041,0.02,0.005,0.048,0.003,0.0005,0.002,0.0007,0.0039,0.0029,97.4165,0.004,0.43,0.22,6
2,0.11,0.23,1.74,0.003,0.008,0.04,0.17,0.13,0.041,0.02,0.005,0.048,0.003,0.0005,0.002,0.0007,0.0039,0.0029,97.4165,0.004,0.43,0.22,2
2,0.11,0.23,1.74,0.003,0.008,0.04,0.17,0.13,0.041,0.02,0.005,0.048,0.003,0.0005,0.002,0.0007,0.0039,0.0029,97.4165,0.004,0.43,0.22,16
3,0.08,0.24,1.72,0.003,0.008,0.04,0.19,0.15,0.032,0.017,0.004,0.052,0.004,0.0005,0.002,0.0007,0.0047,0.0039,97.4261,0.005,0.4,0.19,4
3,0.08,0.24,1.72,0.003,0.008,0.04,0.19,0.15,0.032,0.017,0.004,0.052,0.004,0.0005,0.002,0.0007,0.0047,0.0039,97.4261,0.005,0.4,0.19,5
3,0.06,0.25,1.75,0.002,0.01,0.05,0.17,0.16,0.042,0.021,0.004,0.05,0.004,0.0005,0.002,0.0013,0.0049,0.0036,97.3775,0.005,0.39,0.17,10
3,0.06,0.25,1.75,0.002,0.01,0.05,0.17,0.16,0.042,0.021,0.004,0.05,0.004,0.0005,0.002,0.0013,0.0049,0.0036,97.3775,0.005,0.39,0.17,1
3,0.06,0.25,1.75,0.002,0.01,0.05,0.17,0.16,0.042,0.021,0.004,0.05,0.004,0.0005,0.002,0.0013,0.0049,0.0036,97.3775,0.005,0.39,0.17,5
3,0.06,0.25,1.75,0.002,0.01,0.05,0.17,0.16,0.042,0.021,0.004,0.05,0.004,0.0005,0.002,0.0013,0.0049,0.0036,97.3775,0.005,0.39,0.17,3
3,0.06,0.25,1.75,0.002,0.01,0.05,0.17,0.16,0.042,0.021,0.004,0.05,0.004,0.0005,0.002,0.0013,0.0049,0.0036,97.3775,0.005,0.39,0.17,7
3,0.06,0.25,1.75,0.002,0.01,0.05,0.17,0.16,0.042,0.021,0.004,0.05,0.004,0.0005,0.002,0.0013,0.0049,0.0036,97.3775,0.005,0.39,0.17,8
3,0.07,0.27,1.7,0.003,0.007,0.03,0.2,0.15,0.036,0.022,0.004,0.053,0.003,0.0004,0.002,0.0004,0.0047,0.0039,97.4219,0.005,0.38,0.18,6
3,0.07,0.27,1.7,0.003,0.007,0.03,0.2,0.15,0.036,0.022,0.004,0.053,0.003,0.0004,0.002,0.0004,0.0047,0.0039,97.4219,0.005,0.38,0.18,14
3,0.07,0.25,1.74,0.002,0.01,0.04,0.19,0.16,0.04,0.023,0.004,0.048,0.005,0.0005,0.002,0.0015,0.0047,0.0033,97.3891,0.005,0.39,0.18,7
3,0.07,0.25,1.74,0.002,0.01,0.04,0.19,0.16,0.04,0.023,0.004,0.048,0.005,0.0005,0.002,0.0015,0.0047,0.0033,97.3891,0.005,0.39,0.18,6
3,0.0652,0.2563,1.7291,0.0026,0.0091,0.0351,0.173,0.13,0.0414,0.0229,0.004,0.049,0.0028,0.0004,0.0019,0.0009,0.0039,0.0031,97.4505,0.0045,0.39,0.18,14
3,0.0652,0.2563,1.7291,0.0026,0.0091,0.0351,0.173,0.13,0.0414,0.0229,0.004,0.049,0.0028,0.0004,0.0019,0.0009,0.0039,0.0031,97.4505,0.0045,0.39,0.18,13
3,0.07,0.25,1.73,0.002,0.006,0.04,0.18,0.14,0.038,0.023,0.003,0.049,0.004,0.0003,0.002,0.001,0.0042,0.0034,97.4502,0.005,0.39,0.18,5
3,0.07,0.25,1.73,0.002,0.006,0.04,0.18,0.14,0.038,0.023,0.003,0.049,0.004,0.0003,0.002,0.001,0.0042,0.0034,97.4502,0.005,0.39,0.18,13
3,0.0689,0.255,1.7298,0.002,0.0101,0.0505,0.1773,0.1681,0.0358,0.022,0.0035,0.0495,0.0043,0.0005,0.00122,0.0011,0.0045,0.0039,97.3933,0.0046,0.39,0.18,8
3,0.0689,0.255,1.7298,0.002,0.0101,0.0505,0.1773,0.1681,0.0358,0.022,0.0035,0.0495,0.0043,0.0005,0.00122,0.0011,0.0045,0.0039,97.3933,0.0046,0.39,0.18,14
3,0.07,0.28,1.71,0.002,0.009,0.04,0.18,0.16,0.039,0.024,0.004,0.051,0.01,0.0005,0.001,0.001,0.0049,0.0033,97.3913,0.005,0.39,0.18,2
3,0.07,0.28,1.71,0.002,0.009,0.04,0.18,0.16,0.039,0.024,0.004,0.051,0.01,0.0005,0.001,0.001,0.0049,0.0033,97.3913,0.005,0.39,0.18,3
3,0.07,0.24,1.72,0.002,0.008,0.04,0.19,0.15,0.042,0.022,0.004,0.052,0.004,0.0004,0.001,0.0006,0.0045,0.0031,97.4201,0.005,0.39,0.18,7
3,0.07,0.24,1.72,0.002,0.008,0.04,0.19,0.15,0.042,0.022,0.004,0.052,0.004,0.0004,0.001,0.0006,0.0045,0.0031,97.4201,0.005,0.39,0.18,8
3,0.07,0.26,1.72,0.002,0.008,0.05,0.19,0.15,0.036,0.022,0.004,0.051,0.005,0.0005,0.002,0.0015,0.0038,0.0028,97.3993,0.006,0.39,0.18,13
3,0.07,0.26,1.72,0.002,0.008,0.05,0.19,0.15,0.036,0.022,0.004,0.051,0.005,0.0005,0.002,0.0015,0.0038,0.0028,97.3993,0.006,0.39,0.18,6
3,0.06,0.22,1.72,0.003,0.01,0.04,0.18,0.16,0.039,0.02,0.004,0.048,0.004,0.0005,0.002,0.0015,0.0059,0.0034,97.4558,0.005,0.38,0.17,11
3,0.06,0.22,1.72,0.003,0.01,0.04,0.18,0.16,0.039,0.02,0.004,0.048,0.004,0.0005,0.002,0.0015,0.0059,0.0034,97.4558,0.005,0.38,0.17,9
3,0.07,0.29,1.72,0.002,0.008,0.05,0.21,0.17,0.038,0.023,0.002,0.046,0.005,0.0006,0.003,0.0009,0.0052,0.0048,97.2738,0.006,0.39,0.18,8
3,0.07,0.29,1.72,0.002,0.008,0.05,0.21,0.17,0.038,0.023,0.002,0.046,0.005,0.0006,0.003,0.0009,0.0052,0.0048,97.2738,0.006,0.39,0.18,13
3,0.0671,0.2698,1.7362,0.0028,0.0084,0.0412,0.1838,0.1464,0.0343,0.017,0.0039,0.0504,0.0036,0.0005,0.00215,0.0014,0.0044,0.0029,97.4061,0.0042,0.39,0.18,16
3,0.0671,0.2698,1.7362,0.0028,0.0084,0.0412,0.1838,0.1464,0.0343,0.017,0.0039,0.0504,0.0036,0.0005,0.00215,0.0014,0.0044,0.0029,97.4061,0.0042,0.39,0.18,17
3,0.07,0.26,1.72,0.003,0.009,0.04,0.17,0.14,0.041,0.02,0.004,0.051,0.003,0.0004,0.001,0.0007,0.0041,0.0028,97.4334,0.004,0.39,0.18,3
3,0.07,0.26,1.72,0.003,0.009,0.04,0.17,0.14,0.041,0.02,0.004,0.051,0.003,0.0004,0.001,0.0007,0.0041,0.0028,97.4334,0.004,0.39,0.18,6
3,0.07,0.26,1.72,0.003,0.009,0.04,0.17,0.14,0.041,0.02,0.004,0.051,0.003,0.0004,0.001,0.0007,0.0041,0.0028,97.4334,0.004,0.39,0.18,1
3,0.07,0.26,1.72,0.003,0.009,0.04,0.17,0.14,0.041,0.02,0.004,0.051,0.003,0.0004,0.001,0.0007,0.0041,0.0028,97.4334,0.004,0.39,0.18,7
3,0.07,0.26,1.72,0.003,0.009,0.04,0.17,0.14,0.041,0.02,0.004,0.051,0.003,0.0004,0.001,0.0007,0.0041,0.0028,97.4334,0.004,0.39,0.18,5
3,0.07,0.26,1.72,0.003,0.009,0.04,0.17,0.14,0.041,0.02,0.004,0.051,0.003,0.0004,0.001,0.0007,0.0041,0.0028,97.4334,0.004,0.39,0.18,2
3,0.07,0.29,1.72,0.002,0.008,0.05,0.21,0.17,0.038,0.023,0.002,0.046,0.005,0.0006,0.003,0.0009,0.0052,0.0048,97.2738,0.006,0.39,0.18,5
3,0.07,0.29,1.72,0.002,0.008,0.05,0.21,0.17,0.038,0.023,0.002,0.046,0.005,0.0006,0.003,0.0009,0.0052,0.0048,97.2738,0.006,0.39,0.18,6
3,0.07,0.25,1.73,0.003,0.007,0.03,0.17,0.13,0.041,0.02,0.003,0.051,0.003,0.0004,0.001,0.0015,0.0029,0.0027,97.4679,0.004,0.39,0.18,10
3,0.07,0.25,1.73,0.003,0.007,0.03,0.17,0.13,0.041,0.02,0.003,0.051,0.003,0.0004,0.001,0.0015,0.0029,0.0027,97.4679,0.004,0.39,0.18,11
3,0.07,0.25,1.73,0.003,0.009,0.04,0.19,0.15,0.04,0.02,0.004,0.049,0.005,0.0004,0.002,0.0012,0.0048,0.0036,97.4172,0.004,0.39,0.18,12
3,0.07,0.25,1.73,0.003,0.009,0.04,0.19,0.15,0.04,0.02,0.004,0.049,0.005,0.0004,0.002,0.0012,0.0048,0.0036,97.4172,0.004,0.39,0.18,8
