group_of_standard,Углерод,Кремний,Марганец,Сера,Фосфор,Хром,Никель,Медь,Алюминий,Титан,Ванадий,Ниобий,Молибден,Бор,Кальций,Цинк,Олово,Мышьяк,Железо,Азот,C_EKV,K_SVAR,номер раската
3,0.0676,0.2176,1.7176,0.0028,0.0057,0.0286,0.1882,0.1541,0.04,0.0226,0.0027,0.0488,0.0045,0.0004,0.00171,0.0012,0.004,0.0038,97.4231,0.0049,0.39,0.18,16
3,0.0676,0.2176,1.7176,0.0028,0.0057,0.0286,0.1882,0.1541,0.04,0.0226,0.0027,0.0488,0.0045,0.0004,0.00171,0.0012,0.004,0.0038,97.4231,0.0049,0.39,0.18,17
3,0.08,0.26,1.71,0.002,0.006,0.02,0.19,0.14,0.036,0.022,0.003,0.049,0.004,0.0003,0.002,0.0008,0.0028,0.0018,97.456,0.005,0.39,0.19,10
3,0.08,0.26,1.71,0.002,0.006,0.02,0.19,0.14,0.036,0.022,0.003,0.049,0.004,0.0003,0.002,0.0008,0.0028,0.0018,97.456,0.005,0.39,0.19,3
3,0.07,0.25,1.72,0.002,0.01,0.06,0.17,0.16,0.034,0.021,0.004,0.047,0.004,0.0004,0.001,0.0011,0.0045,0.0035,97.4256,0.005,0.39,0.18,15
3,0.07,0.25,1.72,0.002,0.01,0.06,0.17,0.16,0.034,0.021,0.004,0.047,0.004,0.0004,0.001,0.0011,0.0045,0.0035,97.4256,0.005,0.39,0.18,6
3,0.08,0.25,1.7,0.003,0.012,0.05,0.18,0.16,0.036,0.021,0.003,0.048,0.005,0.0006,0.002,0.0008,0.0041,0.0045,97.37,0.004,0.4,0.19,7
3,0.08,0.25,1.7,0.003,0.012,0.05,0.18,0.16,0.036,0.021,0.003,0.048,0.005,0.0006,0.002,0.0008,0.0041,0.0045,97.37,0.004,0.4,0.19,5
3,0.08,0.25,1.72,0.002,0.01,0.03,0.18,0.14,0.038,0.022,0.004,0.052,0.003,0.0004,0.002,0.0005,0.0032,0.0032,97.4493,0.004,0.4,0.19,10
3,0.08,0.25,1.72,0.002,0.01,0.03,0.18,0.14,0.038,0.022,0.004,0.052,0.003,0.0004,0.002,0.0005,0.0032,0.0032,97.4493,0.004,0.4,0.19,6
3,0.07,0.22,1.7,0.002,0.012,0.04,0.16,0.14,0.035,0.02,0.006,0.053,0.003,0.0005,0.002,0.0004,0.0037,0.0045,97.5044,0.004,0.38,0.18,6
3,0.07,0.22,1.7,0.002,0.012,0.04,0.16,0.14,0.035,0.02,0.006,0.053,0.003,0.0005,0.002,0.0004,0.0037,0.0045,97.5044,0.004,0.38,0.18,2
3,0.07,0.24,1.73,0.002,0.011,0.04,0.16,0.13,0.03,0.02,0.004,0.049,0.003,0.0004,0.001,0.0002,0.0035,0.003,97.4872,0.005,0.39,0.18,15
3,0.07,0.24,1.73,0.002,0.011,0.04,0.16,0.13,0.03,0.02,0.004,0.049,0.003,0.0004,0.001,0.0002,0.0035,0.003,97.4872,0.005,0.39,0.18,13
3,0.08,0.26,1.72,0.002,0.009,0.03,0.16,0.14,0.035,0.022,0.004,0.053,0.003,0.0005,0.001,0.0006,0.0034,0.003,97.4527,0.005,0.39,0.19,15
3,0.08,0.26,1.72,0.002,0.009,0.03,0.16,0.14,0.035,0.022,0.004,0.053,0.003,0.0005,0.001,0.0006,0.0034,0.003,97.4527,0.005,0.39,0.19,6
3,0.08,0.27,1.74,0.002,0.01,0.03,0.17,0.13,0.035,0.022,0.004,0.052,0.003,0.0006,0.002,0.0004,0.0035,0.0032,97.4235,0.005,0.41,0.19,18
3,0.08,0.27,1.74,0.002,0.01,0.03,0.17,0.13,0.035,0.022,0.004,0.052,0.003,0.0006,0.002,0.0004,0.0035,0.0032,97.4235,0.005,0.41,0.19,12
3,0.08,0.27,1.74,0.002,0.01,0.03,0.17,0.13,0.035,0.022,0.004,0.052,0.003,0.0006,0.002,0.0004,0.0035,0.0032,97.4235,0.005,0.41,0.19,2
3,0.08,0.27,1.74,0.002,0.01,0.03,0.17,0.13,0.035,0.022,0.004,0.052,0.003,0.0006,0.002,0.0004,0.0035,0.0032,97.4235,0.005,0.41,0.19,16
3,0.08,0.27,1.74,0.002,0.01,0.03,0.17,0.13,0.035,0.022,0.004,0.052,0.003,0.0006,0.002,0.0004,0.0035,0.0032,97.4235,0.005,0.41,0.19,7
3,0.08,0.27,1.74,0.002,0.01,0.03,0.17,0.13,0.035,0.022,0.004,0.052,0.003,0.0006,0.002,0.0004,0.0035,0.0032,97.4235,0.005,0.41,0.19,3
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,12
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,12
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,2
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,2
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,7
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,7
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,8
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,8
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,11
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,11
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,16
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,16
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,1
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,1
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,3
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,3
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,4
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,4
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,9
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,9
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,5
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,5
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,6
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,10
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,10
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,13
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,14
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,15
3,0.07,0.25,1.71,0.003,0.009,0.05,0.19,0.17,0.038,0.023,0.003,0.047,0.005,0.0005,0.003,0.0008,0.0048,0.0034,97.3533,0.004,0.39,0.18,15
3,0.08,0.26,1.74,0.002,0.01,0.05,0.18,0.18,0.04,0.021,0.005,0.05,0.004,0.0005,0.002,0.0007,0.0051,0.0051,97.3325,0.004,0.41,0.19,16
3,0.08,0.26,1.74,0.002,0.01,0.05,0.18,0.18,0.04,0.021,0.005,0.05,0.004,0.0005,0.002,0.0007,0.0051,0.0051,97.3325,0.004,0.41,0.19,17
3,0.06,0.24,1.72,0.002,0.006,0.04,0.15,0.13,0.039,0.021,0.004,0.05,0.002,0.0004,0.001,0.0009,0.003,0.0022,97.4757,0.004,0.37,0.17,1
3,0.06,0.24,1.72,0.002,0.006,0.04,0.15,0.13,0.039,0.021,0.004,0.05,0.002,0.0004,0.001,0.0009,0.003,0.0022,97.4757,0.004,0.37,0.17,7
3,0.08,0.27,1.72,0.002,0.009,0.05,0.18,0.17,0.032,0.02,0.003,0.049,0.004,0.0006,0.002,0.001,0.0048,0.0038,97.3325,0.004,0.4,0.19,9
3,0.08,0.27,1.72,0.002,0.009,0.05,0.18,0.17,0.032,0.02,0.003,0.049,0.004,0.0006,0.002,0.001,0.0048,0.0038,97.3325,0.004,0.4,0.19,11
3,0.07,0.25,1.72,0.002,0.01,0.06,0.17,0.16,0.034,0.021,0.004,0.047,0.004,0.0004,0.001,0.0011,0.0045,0.0035,97.4256,0.005,0.39,0.18,1
3,0.07,0.25,1.72,0.002,0.01,0.06,0.17,0.16,0.034,0.021,0.004,0.047,0.004,0.0004,0.001,0.0011,0.0045,0.0035,97.4256,0.005,0.39,0.18,1
3,0.07,0.27,1.7,0.002,0.01,0.05,0.18,0.14,0.04,0.022,0.003,0.05,0.005,0.0006,0.002,0.0006,0.0039,0.0042,97.4239,0.004,0.39,0.18,3
3,0.07,0.27,1.7,0.002,0.01,0.05,0.18,0.14,0.04,0.022,0.003,0.05,0.005,0.0006,0.002,0.0006,0.0039,0.0042,97.4239,0.004,0.39,0.18,13
3,0.08,0.24,1.71,0.002,0.012,0.05,0.18,0.15,0.034,0.02,0.006,0.05,0.004,0.0005,0.002,0.0004,0.0046,0.0036,97.4244,0.005,0.4,0.19,15
3,0.08,0.24,1.71,0.002,0.012,0.05,0.18,0.15,0.034,0.02,0.006,0.05,0.004,0.0005,0.002,0.0004,0.0046,0.0036,97.4244,0.005,0.4,0.19,7
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,2
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,1
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,1
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,4
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,4
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,16
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,15
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,15
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,3
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,3
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,14
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,14
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,13
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,13
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,5
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,5
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,8
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,8
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,11
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,11
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,7
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,7
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,10
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,10
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,9
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,9
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,12
3,0.1,0.24,1.72,0.002,0.009,0.04,0.16,0.13,0.034,0.02,0.006,0.051,0.004,0.0005,0.002,0.0004,0.0031,0.0038,97.4632,0.005,0.42,0.21,12
3,0.08,0.22,1.74,0.003,0.009,0.03,0.23,0.15,0.036,0.022,0.004,0.051,0.008,0.0005,0.002,0.0004,0.0033,0.004,97.3821,0.005,0.4,0.19,4
3,0.08,0.22,1.74,0.003,0.009,0.03,0.23,0.15,0.036,0.022,0.004,0.051,0.008,0.0005,0.002,0.0004,0.0033,0.004,97.3821,0.005,0.4,0.19,15
3,0.07,0.27,1.73,0.002,0.012,0.06,0.27,0.17,0.032,0.019,0.005,0.05,0.015,0.0005,0.002,0.0011,0.0034,0.0037,97.2602,0.004,0.4,0.19,5
3,0.07,0.27,1.73,0.002,0.012,0.06,0.27,0.17,0.032,0.019,0.005,0.05,0.015,0.0005,0.002,0.0011,0.0034,0.0037,97.2602,0.004,0.4,0.19,14
3,0.07,0.23,1.73,0.002,0.008,0.03,0.16,0.13,0.037,0.022,0.003,0.05,0.004,0.0004,0.002,0.001,0.003,0.0039,97.4849,0.005,0.39,0.18,7
3,0.07,0.23,1.73,0.002,0.008,0.03,0.16,0.13,0.037,0.022,0.003,0.05,0.004,0.0004,0.002,0.001,0.003,0.0039,97.4849,0.005,0.39,0.18,9
3,0.08,0.25,1.72,0.002,0.009,0.04,0.21,0.16,0.034,0.021,0.004,0.052,0.008,0.0005,0.002,0.001,0.0035,0.0036,97.3774,0.005,0.4,0.19,15
3,0.08,0.25,1.72,0.002,0.009,0.04,0.21,0.16,0.034,0.021,0.004,0.052,0.008,0.0005,0.002,0.001,0.0035,0.0036,97.3774,0.005,0.4,0.19,8
3,0.069,0.2596,1.7157,0.0016,0.0071,0.0289,0.226,0.1582,0.0393,0.0212,0.0031,0.0493,0.0103,0.0005,0.00224,0.0012,0.0034,0.0035,97.379,0.0048,0.39,0.18,12
3,0.069,0.2596,1.7157,0.0016,0.0071,0.0289,0.226,0.1582,0.0393,0.0212,0.0031,0.0493,0.0103,0.0005,0.00224,0.0012,0.0034,0.0035,97.379,0.0048,0.39,0.18,14
3,0.06,0.25,1.72,0.002,0.007,0.04,0.18,0.17,0.034,0.018,0.004,0.052,0.006,0.0003,0.003,0.0004,0.0053,0.0041,97.4361,0.005,0.38,0.17,12
3,0.06,0.25,1.72,0.002,0.007,0.04,0.18,0.17,0.034,0.018,0.004,0.052,0.006,0.0003,0.003,0.0004,0.0053,0.0041,97.4361,0.005,0.38,0.17,11
3,0.07,0.24,1.7,0.002,0.008,0.04,0.17,0.15,0.035,0.021,0.003,0.05,0.005,0.0004,0.002,0.0007,0.0086,0.0044,97.4084,0.004,0.38,0.18,14
3,0.07,0.24,1.7,0.002,0.008,0.04,0.17,0.15,0.035,0.021,0.003,0.05,0.005,0.0004,0.002,0.0007,0.0086,0.0044,97.4084,0.004,0.38,0.18,11
3,0.06,0.25,1.75,0.003,0.008,0.05,0.18,0.17,0.037,0.021,0.003,0.051,0.005,0.0005,0.002,0.0008,0.0043,0.0046,97.3731,0.005,0.39,0.17,15
3,0.06,0.25,1.75,0.003,0.008,0.05,0.18,0.17,0.037,0.021,0.003,0.051,0.005,0.0005,0.002,0.0008,0.0043,0.0046,97.3731,0.005,0.39,0.17,6
3,0.07,0.24,1.73,0.002,0.008,0.04,0.21,0.18,0.037,0.023,0.005,0.049,0.006,0.0003,0.001,0.0006,0.0052,0.004,97.3721,0.005,0.39,0.18,2
3,0.07,0.24,1.73,0.002,0.008,0.04,0.21,0.18,0.037,0.023,0.005,0.049,0.006,0.0003,0.001,0.0006,0.0052,0.004,97.3721,0.005,0.39,0.18,6
3,0.08,0.27,1.72,0.002,0.009,0.05,0.18,0.17,0.032,0.02,0.003,0.049,0.004,0.0006,0.002,0.001,0.0048,0.0038,97.3325,0.004,0.4,0.19,6
3,0.08,0.27,1.72,0.002,0.009,0.05,0.18,0.17,0.032,0.02,0.003,0.049,0.004,0.0006,0.002,0.001,0.0048,0.0038,97.3325,0.004,0.4,0.19,16
3,0.07,0.27,1.73,0.003,0.011,0.06,0.17,0.16,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0007,0.0049,0.0041,97.3767,0.005,0.39,0.18,14
3,0.07,0.27,1.73,0.003,0.011,0.06,0.17,0.16,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0007,0.0049,0.0041,97.3767,0.005,0.39,0.18,13
3,0.07,0.27,1.73,0.003,0.011,0.06,0.17,0.16,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0007,0.0049,0.0041,97.3767,0.005,0.39,0.18,5
3,0.07,0.27,1.73,0.003,0.011,0.06,0.17,0.16,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0007,0.0049,0.0041,97.3767,0.005,0.39,0.18,4
3,0.07,0.27,1.73,0.003,0.011,0.06,0.17,0.16,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0007,0.0049,0.0041,97.3767,0.005,0.39,0.18,7
3,0.07,0.27,1.73,0.003,0.011,0.06,0.17,0.16,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0007,0.0049,0.0041,97.3767,0.005,0.39,0.18,2
2,0.07,0.24,1.71,0.003,0.013,0.05,0.17,0.16,0.035,0.019,0.008,0.048,0.005,0.0005,0.002,0.0007,0.0039,0.0032,97.3986,0.005,0.39,0.18,15
2,0.07,0.24,1.71,0.003,0.013,0.05,0.17,0.16,0.035,0.019,0.008,0.048,0.005,0.0005,0.002,0.0007,0.0039,0.0032,97.3986,0.005,0.39,0.18,16
3,0.07,0.23,1.73,0.002,0.008,0.03,0.16,0.13,0.037,0.022,0.003,0.05,0.004,0.0004,0.002,0.001,0.003,0.0039,97.4849,0.005,0.39,0.18,11
3,0.07,0.23,1.73,0.002,0.008,0.03,0.16,0.13,0.037,0.022,0.003,0.05,0.004,0.0004,0.002,0.001,0.003,0.0039,97.4849,0.005,0.39,0.18,12
2,0.07,0.28,1.73,0.003,0.01,0.03,0.16,0.12,0.041,0.019,0.003,0.051,0.003,0.0004,0.002,0.0008,0.0032,0.0032,97.4576,0.004,0.38,0.18,3
2,0.07,0.28,1.73,0.003,0.01,0.03,0.16,0.12,0.041,0.019,0.003,0.051,0.003,0.0004,0.002,0.0008,0.0032,0.0032,97.4576,0.004,0.38,0.18,8
3,0.0664,0.2578,1.7243,0.0029,0.0112,0.038,0.1708,0.1443,0.0392,0.0199,0.004,0.0514,0.0043,0.0005,0.00178,0.001,0.0085,0.0046,97.4257,0.0049,0.39,0.18,3
3,0.0664,0.2578,1.7243,0.0029,0.0112,0.038,0.1708,0.1443,0.0392,0.0199,0.004,0.0514,0.0043,0.0005,0.00178,0.001,0.0085,0.0046,97.4257,0.0049,0.39,0.18,10
3,0.06,0.28,1.71,0.001,0.009,0.04,0.19,0.15,0.036,0.022,0.003,0.05,0.008,0.0006,0.002,0.0009,0.0032,0.0023,97.3625,0.005,0.38,0.17,7
3,0.06,0.28,1.71,0.001,0.009,0.04,0.19,0.15,0.036,0.022,0.003,0.05,0.008,0.0006,0.002,0.0009,0.0032,0.0023,97.3625,0.005,0.38,0.17,11
3,0.07,0.29,1.72,0.001,0.01,0.05,0.18,0.17,0.035,0.021,0.005,0.052,0.005,0.0005,0.002,0.0006,0.006,0.0043,97.3587,0.004,0.39,0.18,9
3,0.07,0.29,1.72,0.001,0.01,0.05,0.18,0.17,0.035,0.021,0.005,0.052,0.005,0.0005,0.002,0.0006,0.006,0.0043,97.3587,0.004,0.39,0.18,5
3,0.06,0.22,1.71,0.002,0.011,0.05,0.18,0.14,0.035,0.02,0.006,0.052,0.004,0.0005,0.002,0.0005,0.0039,0.0047,97.4638,0.005,0.38,0.17,10
3,0.06,0.22,1.71,0.002,0.011,0.05,0.18,0.14,0.035,0.02,0.006,0.052,0.004,0.0005,0.002,0.0005,0.0039,0.0047,97.4638,0.005,0.38,0.17,12
3,0.06,0.26,1.7,0.002,0.008,0.03,0.17,0.14,0.035,0.023,0.005,0.049,0.004,0.0006,0.002,0.0008,0.0037,0.0023,97.442,0.004,0.37,0.17,14
3,0.06,0.26,1.7,0.002,0.008,0.03,0.17,0.14,0.035,0.023,0.005,0.049,0.004,0.0006,0.002,0.0008,0.0037,0.0023,97.442,0.004,0.37,0.17,8
3,0.07,0.27,1.73,0.002,0.01,0.04,0.16,0.14,0.037,0.021,0.004,0.051,0.004,0.0005,0.001,0.0007,0.0042,0.0038,97.4181,0.005,0.39,0.18,10
3,0.07,0.27,1.73,0.002,0.01,0.04,0.16,0.14,0.037,0.021,0.004,0.051,0.004,0.0005,0.001,0.0007,0.0042,0.0038,97.4181,0.005,0.39,0.18,13
3,0.06,0.25,1.71,0.002,0.009,0.04,0.17,0.14,0.042,0.022,0.003,0.05,0.006,0.0006,0.001,0.0009,0.0041,0.0028,97.4029,0.005,0.38,0.17,15
3,0.06,0.25,1.71,0.002,0.009,0.04,0.17,0.14,0.042,0.022,0.003,0.05,0.006,0.0006,0.001,0.0009,0.0041,0.0028,97.4029,0.005,0.38,0.17,12
3,0.07,0.25,1.71,0.003,0.01,0.03,0.17,0.14,0.038,0.023,0.003,0.048,0.004,0.0006,0.002,0.0009,0.0036,0.0043,97.4157,0.006,0.38,0.18,4
3,0.07,0.25,1.71,0.003,0.01,0.03,0.17,0.14,0.038,0.023,0.003,0.048,0.004,0.0006,0.002,0.0009,0.0036,0.0043,97.4157,0.006,0.38,0.18,9
3,0.06,0.27,1.71,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.003,0.052,0.003,0.0006,0.002,0.0008,0.0032,0.0027,97.3983,0.004,0.37,0.17,12
3,0.06,0.27,1.71,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.003,0.052,0.003,0.0006,0.002,0.0008,0.0032,0.0027,97.3983,0.004,0.37,0.17,8
3,0.06,0.26,1.71,0.002,0.009,0.03,0.16,0.13,0.041,0.024,0.004,0.049,0.004,0.0006,0.002,0.001,0.0034,0.0035,97.4094,0.004,0.37,0.17,11
