dt;category_1;melt;c;si;mn;сr;ni;ti;al;w;mo;nb;v;s;p;co;ce;b;pb;bi;sb;as;sn;cu;о;n;ca
2019-01-24;12Х18Н10Т ГОСТ 5632-72;6-19-2-186;0.0569;0.193;1.199;17.448;10.343;0.596;0.109;0.015;0.076;0.027;0.067;0.0022;0.026;0.043;0.015;0.0031;0.003;0.012;0.001;0.001;0.0045;0.143;0.009;0.016;0.0025
2019-01-24;12Х18Н10Т ГОСТ 5632-72;6-19-2-187;0.0716;0.249;1.216;17.238;10.311;0.577;0.107;0.026;0.132;0.044;0.069;0.0052;0.024;0.038;0.015;0.0027;0.002;0.01;0.001;0.001;0.0036;0.161;0.011;0.018;0.0026
2019-01-24;12Х18Н10Т ГОСТ 5632-72;6-19-2-203;0.0751;0.348;1.184;17.69;10.538;0.628;0.124;0.01;0.077;0.046;0.078;0.0031;0.023;0.037;0.018;0.0025;0.003;0.011;0.001;0.001;0.0034;0.11;0.006;0.015;0.0044
2019-03-17;12Х18Н10Т ГОСТ 5632-72;6-19-2-629;0.0643;0.347;1.2;17.59;10.6;0.512;0.083;0.074;0.166;0.035;0.051;0.0028;0.026;0.071;0.009;0.0026;0.001;0.009;0.005;0.001;0.007;0.213;0.012;0.017;0.0022
2019-04-24;12Х18Н10Т ГОСТ 5632-72;6-19-2-860;0.0569;0.241;1.086;17.307;10.484;0.674;0.103;0.048;0.163;0.029;0.053;0.0043;0.028;0.109;0.01;0.0001;0.001;0.011;0.003;0.001;0.0054;0.171;0.016;0.013;0.0013
2019-04-25;12Х18Н10Т ГОСТ 5632-72;6-19-2-865;0.0557;0.261;1.174;17.727;10.52;0.465;0.053;0.027;0.155;0.017;0.05;0.0083;0.027;0.122;0.014;0.0022;0.003;0.011;0.001;0.001;0.0036;0.185;0.013;0.019;0.0013
2019-04-26;12Х18Н10Т ГОСТ 5632-72;6-19-2-868;0.0586;0.246;1.102;17.966;10.546;0.637;0.093;0.034;0.151;0.021;0.059;0.004;0.028;0.118;0.015;0.0019;0.002;0.011;0.001;0.001;0.0051;0.191;0.016;0.014;0.0017
2019-05-18;12Х18Н10Т ГОСТ 5632-72;6-19-2-1003;0.0781;0.338;1.041;17.458;10.469;0.577;0.071;0.039;0.144;0.015;0.036;0.0082;0.013;0.034;0.01;0.0024;0.002;0.012;0.001;0.001;0.0042;0.136;0.01;0.018;0.0023
2019-05-19;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1004;0.0658;0.321;1.114;17.402;9.966;0.653;0.085;0.01;0.102;0.006;0.03;0.0036;0.006;0.024;0.009;0.0028;0.002;0.013;0.001;0.001;0.006;0.14;0.006;0.012;0.0016
2019-05-19;12Х18Н10Т ГОСТ 5632-72;6-19-2-1005;0.06;0.362;1.036;17.519;10.534;0.66;0.088;0.047;0.14;0.007;0.044;0.0063;0.009;0.037;0.009;0.0028;0.002;0.013;0.001;0.001;0.0052;0.142;0.007;0.013;0.0018
2019-05-19;12Х18Н10Т ГОСТ 5632-72;6-19-2-1006;0.0677;0.378;1.081;17.776;10.529;0.707;0.09;0.017;0.128;0.007;0.045;0.0044;0.009;0.032;0.009;0.0027;0.002;0.013;0.001;0.001;0.0048;0.14;0.006;0.012;0.002
2019-05-19;12Х18Н10Т ГОСТ 5632-72;6-19-2-1007;0.0716;0.45;1.109;17.839;10.534;0.514;0.084;0.02;0.098;0.009;0.042;0.0037;0.007;0.034;0.012;0.0007;0.004;0.014;0.001;0.001;0.0043;0.123;0.007;0.014;0.0028
2019-05-19;12Х18Н10Т ГОСТ 5632-72;6-19-2-1008;0.0584;0.309;1.095;17.507;10.445;0.468;0.084;0.022;0.07;0.009;0.041;0.0086;0.014;0.031;0.009;0.0024;0.004;0.013;0.001;0.001;0.0041;0.116;0.007;0.017;0.0015
2019-05-19;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1009;0.0571;0.292;1.184;18.287;9.774;0.58;0.078;0.01;0.037;0.004;0.025;0.0069;0.008;0.02;0.01;0.0022;0.003;0.012;0.001;0.001;0.0037;0.111;0.006;0.018;0.0023
2019-05-19;12Х18Н10Т ГОСТ 5632-72;6-19-2-1010;0.0616;0.302;1.102;17.534;10.429;0.674;0.102;0.025;0.062;0.011;0.043;0.0052;0.012;0.046;0.01;0.0029;0.003;0.013;0.001;0.001;0.004;0.138;0.007;0.012;0.0019
2019-05-19;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1011;0.0587;0.24;1.141;17.227;9.948;0.635;0.087;0.031;0.069;0.008;0.027;0.0094;0.008;0.02;0.01;0.0026;0.003;0.014;0.002;0.001;0.004;0.116;0.009;0.014;0.0021
2019-05-19;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1013;0.0632;0.278;1.107;17.475;9.876;0.645;0.107;0.011;0.07;0.014;0.031;0.0073;0.023;0.02;0.01;0.0039;0.004;0.014;0.001;0.001;0.0034;0.11;0.008;0.014;0.0015
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1014;0.0603;0.253;1.046;17.261;9.863;0.58;0.097;0.013;0.084;0.017;0.031;0.0067;0.013;0.019;0.01;0.0029;0.003;0.015;0.001;0.001;0.0038;0.102;0.005;0.016;0.0013
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1015;0.061;0.261;1.118;17.545;10.051;0.539;0.079;0.01;0.084;0.014;0.034;0.0045;0.012;0.019;0.01;0.0029;0.003;0.015;0.001;0.001;0.0038;0.119;0.007;0.015;0.0017
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1016;0.0676;0.275;1.131;17.322;9.75;0.7;0.122;0.01;0.076;0.011;0.031;0.0048;0.012;0.022;0.011;0.003;0.004;0.016;0.001;0.001;0.0029;0.091;0.006;0.011;0.0018
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1017;0.0554;0.322;1.018;17.652;9.808;0.525;0.08;0.024;0.133;0.018;0.026;0.0046;0.01;0.022;0.01;0.0023;0.003;0.014;0.001;0.001;0.0031;0.111;0.006;0.014;0.002
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1018;0.0682;0.352;1.119;17.343;9.836;0.668;0.097;0.061;0.169;0.013;0.028;0.0069;0.013;0.023;0.011;0.0029;0.003;0.015;0.001;0.001;0.0034;0.125;0.007;0.011;0.0016
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1019;0.0699;0.348;1.126;17.276;9.942;0.62;0.1;0.01;0.11;0.01;0.026;0.0095;0.009;0.02;0.011;0.0033;0.003;0.014;0.001;0.001;0.0033;0.128;0.008;0.012;0.0022
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1020;0.0641;0.388;1.027;17.534;10.267;0.561;0.066;0.029;0.086;0.007;0.025;0.003;0.011;0.018;0.012;0.0029;0.003;0.015;0.001;0.001;0.0045;0.125;0.006;0.015;0.0027
2019-05-20;12Х18Н10Т ГОСТ 5632-72;6-19-2-1021;0.064;0.306;1.087;17.615;10.418;0.549;0.073;0.017;0.074;0.008;0.036;0.0079;0.018;0.03;0.011;0.0026;0.004;0.014;0.001;0.001;0.004;0.134;0.007;0.013;0.0022
2019-05-20;12Х18Н10Т-У ОСТ 108.109.01-92;6-19-2-1022;0.0601;0.372;1.122;17.411;9.785;0.562;0.068;0.011;0.036;0.007;0.023;0.0021;0.01;0.017;0.011;0.0026;0.004;0.016;0.001;0.001;0.0046;0.135;0.009;0.017;0.0021
2019-05-20;12Х18Н10Т ГОСТ 5632-72;6-19-2-1023;0.0601;0.282;1.074;17.488;10.456;0.655;0.099;0.038;0.115;0.018;0.047;0.003;0.024;0.035;0.01;0.002;0.003;0.014;0.001;0.001;0.0042;0.144;0.01;0.012;0.0017
2019-05-21;12Х18Н10Т ГОСТ 5632-72;6-19-2-1024;0.0644;0.331;1.037;17.709;10.473;0.512;0.097;0.028;0.077;0.019;0.048;0.0022;0.022;0.034;0.01;0.0025;0.004;0.012;0.001;0.001;0.0051;0.148;0.006;0.013;0.0017
2019-05-21;12Х18Н10Т ГОСТ 5632-72;6-19-2-1025;0.0654;0.23;1.175;17.525;10.469;0.601;0.119;0.021;0.1;0.015;0.043;0.0038;0.022;0.036;0.009;0.0021;0.003;0.014;0.001;0.001;0.0046;0.145;0.008;0.016;0.0008
2019-05-23;12Х18Н10Т Протокол №03-2019 ОКиПП от 31.01.19г;6-19-2-1026;0.0681;0.239;2.152;17.448;10.312;0.561;0.082;0.01;0.042;0.008;0.034;0.0038;0.007;0.026;0.013;0.0001;0.005;0.014;0.001;0.001;0.0028;0.143;0.006;0.015;0.0027
2019-06-15;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1199;0.0694;0.393;1.206;17.35;10.176;0.531;0.067;0.067;0.115;0.012;0.058;0.0021;0.027;0.061;0.011;0.0001;0.003;0.012;0.003;0.001;0.0076;0.163;0.01;0.013;0.0014
2019-06-15;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1200;0.0702;0.313;1.438;17.588;10.259;0.575;0.116;0.062;0.18;0.01;0.067;0.004;0.027;0.075;0.01;0.0001;0.002;0.01;0.004;0.001;0.0077;0.194;0.012;0.011;0.0018
2019-06-15;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1201;0.0663;0.361;1.193;17.441;10.415;0.532;0.085;0.05;0.133;0.015;0.057;0.0024;0.026;0.055;0.011;0.0003;0.002;0.012;0.004;0.001;0.0065;0.145;0.012;0.014;0.0019
2019-06-15;12Х18Н10Т ГОСТ 5632-72;6-19-2-1202;0.0692;0.337;1.268;17.5;10.099;0.525;0.103;0.052;0.111;0.013;0.052;0.0043;0.021;0.043;0.009;0.0004;0.002;0.011;0.004;0.001;0.0059;0.149;0.009;0.013;0.0011
2019-06-15;12Х18Н10Т ГОСТ 5632-72;6-19-2-1203;0.0643;0.309;1.136;17.316;10.258;0.63;0.131;0.058;0.17;0.01;0.057;0.0037;0.027;0.079;0.009;0.0001;0.002;0.012;0.004;0.001;0.0057;0.221;0.013;0.013;0.0007
2019-06-15;12Х18Н10Т ГОСТ 5632-72;6-19-2-1204;0.0682;0.336;1.236;17.392;10.167;0.493;0.116;0.049;0.087;0.009;0.043;0.0024;0.022;0.037;0.009;0.0002;0.002;0.011;0.003;0.001;0.0058;0.165;0.012;0.014;0.0011
2019-06-15;12Х18Н10Т ГОСТ 5632-72;6-19-2-1205;0.0752;0.31;1.249;17.46;10.196;0.591;0.098;0.1;0.155;0.022;0.054;0.0031;0.027;0.052;0.009;0.0001;0.002;0.012;0.004;0.001;0.0065;0.166;0.016;0.017;0.0005
2019-06-16;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1206;0.0625;0.374;1.097;17.329;10.202;0.774;0.132;0.086;0.14;0.014;0.06;0.0027;0.026;0.073;0.013;0.0001;0.002;0.012;0.004;0.001;0.0066;0.166;0.013;0.015;0.0003
2019-06-16;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1207;0.0676;0.331;1.07;17.532;10.088;0.469;0.066;0.07;0.202;0.009;0.06;0.0026;0.029;0.092;0.011;0.0001;0.002;0.011;0.004;0.001;0.0082;0.213;0.014;0.013;0.0017
2019-06-16;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1208;0.0677;0.284;1.081;17.74;10.071;0.617;0.102;0.085;0.115;0.008;0.049;0.0022;0.025;0.058;0.014;0.0001;0.003;0.013;0.004;0.001;0.0066;0.17;0.013;0.012;0.0029
2019-06-16;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1209;0.0653;0.292;1.221;17.592;10.131;0.695;0.097;0.061;0.143;0.008;0.065;0.0027;0.027;0.102;0.013;0.0001;0.002;0.011;0.004;0.001;0.0065;0.168;0.01;0.012;0.0022
2019-06-16;12Х18Н10Т ГОСТ 5632-72;6-19-2-1212;0.0689;0.262;1.163;17.393;10.271;0.451;0.11;0.075;0.12;0.013;0.048;0.0017;0.022;0.034;0.011;0.0001;0.003;0.012;0.004;0.001;0.0058;0.144;0.009;0.018;0.002
2019-07-03;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1322;0.0791;0.509;1.033;16.978;10.127;0.467;0.097;0.055;0.077;0.019;0.049;0.0018;0.023;0.037;0.012;0.0002;0.003;0.013;0.007;0.001;0.0061;0.333;0.009;0.013;0.0008
2019-07-03;12Х18Н10Т ГОСТ 5632-72;6-19-2-1323;0.0647;0.257;1.191;17.718;10.197;0.534;0.105;0.04;0.064;0.014;0.047;0.0078;0.033;0.032;0.012;0.0002;0.003;0.013;0.006;0.001;0.0054;0.146;0.01;0.015;0.0007
2019-07-03;12Х18Н10Т ГОСТ 5632-72;6-19-2-1324;0.075;0.291;1.064;17.658;10.43;0.58;0.137;0.064;0.088;0.015;0.049;0.0036;0.019;0.03;0.015;0.0002;0.002;0.015;0.007;0.001;0.0056;0.155;0.007;0.016;0.0022
2019-07-05;12Х18Н10Т ГОСТ 5632-72;6-19-2-1337;0.0468;0.232;1.114;17.376;10.27;0.602;0.11;0.032;0.112;0.012;0.04;0.0041;0.019;0.039;0.007;0.0001;0.001;0.011;0.002;0.001;0.0041;0.139;0.009;0.014;0.0015
2019-07-05;12Х18Н10Т ГОСТ 5632-72;6-19-2-1338;0.0545;0.241;1.201;17.69;10.305;0.476;0.083;0.043;0.078;0.015;0.043;0.0062;0.019;0.047;0.008;0.0001;0.002;0.011;0.002;0.001;0.0046;0.22;0.013;0.017;0.0011
2019-07-05;12Х18Н10Т ГОСТ 5632-72;6-19-2-1339;0.0563;0.279;1.216;17.387;10.507;0.547;0.081;0.045;0.104;0.014;0.043;0.0025;0.018;0.036;0.008;0.0001;0.002;0.01;0.002;0.001;0.0051;0.173;0.008;0.016;0.0019
2019-07-05;12Х18Н10Т ГОСТ 5632-72;6-19-2-1340;0.0692;0.243;1.224;17.34;10.463;0.574;0.07;0.027;0.07;0.012;0.043;0.0026;0.017;0.035;0.007;0.0001;0.001;0.011;0.002;0.001;0.0049;0.151;0.018;0.015;0.0017
2019-07-05;12Х18Н10Т ГОСТ 5632-2014;6-19-2-1343;0.0972;0.326;1.037;17.605;10.172;0.602;0.08;0.066;0.275;0.026;0.049;0.002;0.019;0.066;0.007;0.0003;0.001;0.01;0.002;0.001;0.0049;0.158;0.01;0.012;0.0011
2019-07-05;12Х18Н10Т ГОСТ 5632-72;6-19-2-1344;0.0794;0.316;1.133;17.371;10.178;0.645;0.08;0.037;0.093;0.016;0.047;0.0034;0.02;0.041;0.008;0.0001;0.001;0.011;0.001;0.001;0.0044;0.183;0.011;0.015;0.002
2019-07-06;12Х18Н10Т ГОСТ 5632-72;6-19-2-1345;0.0511;0.242;1.267;17.395;10.234;0.504;0.112;0.044;0.093;0.011;0.059;0.0028;0.019;0.037;0.009;0.0001;0.002;0.011;0.002;0.001;0.0058;0.152;0.011;0.015;0.0018
